"particip_code","rec_session","PE","rec_acc","rec_Obj"
7,2,"medium",1,"garlic2"
7,2,"medium",1,"leek"
7,2,"medium",0,"flute"
7,2,"low",0,"laud"
7,2,"medium",1,"match"
7,1,"high",0,"cherrytomato"
7,2,"high",1,"knife2"
7,2,"medium",0,"musicstand"
7,1,"low",0,"rug2"
7,1,"medium",0,"handvacuum2"
7,1,"high",0,"tambourine2"
7,1,"medium",0,"electricdrumset2"
7,2,"low",0,"iceberglettuce2"
7,2,"medium",1,"towel2"
7,1,"medium",0,"hihat"
7,1,"high",0,"dishsoap"
7,1,"high",0,"mango"
7,1,"medium",0,"coffeebean"
7,1,"high",0,"electricdrumset"
7,2,"medium",1,"safetypin"
7,1,"medium",0,"celery"
7,1,"medium",0,"endive2"
7,1,"medium",0,"flutetrans2"
7,1,"medium",0,"iron2"
7,1,"medium",0,"record"
7,1,"low",0,"metronome"
7,2,"low",0,"rubbergloves2"
7,1,"low",0,"grandpiano2"
7,2,"medium",0,"keyboard2"
7,1,"medium",0,"coconut2"
7,1,"high",0,"mango2"
7,2,"high",0,"wateringcan2"
7,1,"medium",0,"saw"
7,2,"low",1,"lettuce"
7,2,"medium",1,"thermometer"
7,2,"low",0,"electricguitar2"
7,2,"high",0,"ginger"
7,2,"high",1,"oboe"
7,2,"low",0,"laud2"
7,1,"low",0,"casabamelon2"
7,1,"medium",0,"musicstand2"
7,2,"high",0,"kiwi"
7,2,"high",1,"rubbergloves"
7,1,"high",0,"mushroom"
7,1,"medium",0,"scale2"
7,1,"high",0,"guitarcase"
7,2,"medium",1,"maraca"
7,2,"medium",0,"cherry"
7,1,"medium",0,"maraca2"
7,1,"medium",0,"pineapple"
7,2,"medium",0,"drums2"
7,2,"low",1,"vacuumcleaner"
7,1,"high",0,"harmonica2"
7,1,"low",0,"onion"
7,1,"medium",0,"gong"
7,1,"high",0,"pan2"
7,2,"low",0,"grape"
7,2,"medium",1,"cauliflower2"
7,2,"low",0,"safetypin2"
7,2,"high",0,"cucumber2"
7,1,"low",0,"corn2"
7,1,"low",0,"record2"
7,1,"low",0,"greenolive2"
7,1,"medium",0,"glass"
7,1,"low",0,"spraybottle2"
7,2,"medium",0,"peppergreen"
7,1,"medium",0,"panflute2"
7,2,"medium",0,"gong2"
7,1,"medium",0,"iron"
7,1,"medium",0,"onion2"
7,2,"medium",0,"handbrush2"
7,1,"high",0,"cucumber"
7,1,"medium",0,"dishsoap2"
7,1,"high",0,"spraybottle"
7,2,"medium",1,"cabbage2"
7,1,"low",0,"trombone2"
7,2,"medium",1,"guitarcase2"
7,1,"low",0,"sponge2"
7,2,"medium",0,"dustpan2"
7,1,"medium",0,"triangle"
7,1,"medium",0,"drums"
7,2,"medium",1,"coconut"
7,1,"high",0,"lemon"
7,2,"medium",1,"pear"
7,1,"medium",0,"handbrush"
7,2,"high",1,"handvacuum"
7,1,"medium",0,"flutetrans"
7,1,"low",0,"lintroller2"
7,2,"high",0,"musicsheet"
7,1,"medium",0,"ginger2"
7,2,"medium",0,"pitcher"
7,2,"medium",0,"saxophone"
7,2,"high",0,"match2"
7,1,"low",0,"saxophone2"
7,1,"high",0,"thread"
7,1,"high",0,"brusselssprout"
7,1,"high",0,"corn"
7,2,"medium",1,"scale"
7,2,"medium",1,"dustpan"
7,2,"low",0,"eggplant2"
7,2,"low",0,"pipepiano2"
7,1,"medium",0,"pan"
7,1,"low",0,"lemon2"
7,1,"high",0,"teapot2"
7,1,"low",0,"brusselssprout2"
7,1,"medium",0,"ironingboard"
7,1,"high",0,"hihat2"
7,1,"low",0,"broccoli"
7,1,"low",0,"wateringcan"
7,2,"high",0,"lintroller"
7,1,"medium",0,"orange"
7,2,"medium",1,"iceberglettuce"
7,2,"medium",0,"trumpet2"
7,1,"low",0,"harp"
7,2,"low",0,"cushion2"
7,1,"low",0,"saw2"
7,2,"low",0,"pineapple2"
7,2,"medium",0,"marimba2"
7,2,"low",1,"pitcher2"
7,2,"high",0,"flute2"
7,2,"low",0,"tuba2"
7,1,"low",0,"timbal2"
7,1,"medium",0,"peanut2"
7,1,"medium",0,"cherry2"
7,2,"high",1,"garlic"
7,1,"medium",0,"mushroom2"
7,2,"high",0,"orange2"
7,2,"low",0,"pear2"
7,2,"high",1,"grandpiano"
7,2,"low",0,"violin2"
7,2,"low",1,"endive"
7,2,"medium",1,"celery2"
7,1,"medium",0,"doormat"
7,2,"high",0,"grape2"
7,2,"high",0,"glassmop"
7,2,"medium",1,"eggplant"
7,2,"high",1,"peanut"
7,1,"low",0,"peppergreen2"
7,2,"high",1,"tuba"
7,2,"medium",0,"glass2"
7,2,"medium",0,"frenchhorn"
7,1,"high",0,"triangle2"
7,2,"low",0,"key2"
7,2,"low",1,"teapot"
7,2,"high",1,"doormat2"
7,2,"medium",1,"recyclingbin"
7,2,"high",0,"metronome2"
7,2,"high",1,"leek2"
7,1,"medium",0,"marimba"
7,2,"low",1,"garbagebin"
7,1,"high",0,"rug"
7,2,"low",0,"timbal"
7,1,"high",0,"violin"
7,2,"high",1,"panflute"
7,1,"low",0,"speaker2"
7,2,"low",1,"oboe2"
7,1,"medium",0,"coffeebean2"
7,2,"medium",1,"vacuumcleaner2"
7,1,"medium",0,"sponge"
7,2,"medium",1,"broccoli2"
7,2,"low",0,"carrot2"
7,1,"low",0,"thermometer2"
8,2,"medium",0,"harmonica"
8,1,"low",1,"cherry2"
8,1,"high",0,"harp2"
8,2,"high",0,"musicsheet2"
8,1,"high",1,"corn2"
8,1,"high",1,"cauliflower2"
8,2,"medium",0,"match2"
8,2,"medium",0,"safetypin"
8,2,"medium",0,"flute"
8,2,"low",0,"laud"
8,2,"medium",1,"garlic"
8,1,"high",1,"handbrush"
8,2,"high",0,"eggplant2"
8,2,"medium",1,"musicstand"
8,1,"low",1,"kiwi2"
8,1,"medium",1,"coconut2"
8,1,"high",1,"tambourine2"
8,1,"medium",0,"electricdrumset2"
8,2,"low",0,"rubbergloves2"
8,2,"medium",0,"pear2"
8,1,"medium",1,"hihat"
8,1,"high",0,"brusselssprout"
8,1,"high",0,"sponge"
8,1,"medium",1,"iron"
8,1,"high",0,"electricdrumset"
8,2,"medium",1,"leek"
8,1,"medium",1,"glass"
8,1,"medium",1,"lintroller2"
8,1,"medium",1,"flutetrans2"
8,1,"medium",1,"coffeebean2"
8,1,"medium",1,"record"
8,1,"low",1,"metronome"
8,2,"low",0,"iceberglettuce2"
8,1,"low",0,"grandpiano2"
8,2,"medium",1,"keyboard2"
8,1,"medium",1,"handvacuum2"
8,1,"high",1,"sponge2"
8,2,"high",0,"pineapple2"
8,1,"medium",1,"lemon"
8,2,"low",1,"scale"
8,2,"medium",0,"orange"
8,2,"low",1,"electricguitar2"
8,2,"high",1,"pan"
8,2,"high",1,"oboe"
8,2,"low",0,"laud2"
8,1,"low",1,"flyswatter2"
8,1,"medium",1,"musicstand2"
8,2,"high",1,"rug"
8,2,"high",0,"iceberglettuce"
8,1,"high",0,"spraybottle"
8,1,"medium",1,"lettuce2"
8,1,"high",1,"guitarcase"
8,2,"medium",0,"maraca"
8,2,"medium",0,"glassmop"
8,1,"medium",1,"maraca2"
8,1,"medium",1,"wateringcan"
8,2,"medium",1,"drums2"
8,2,"low",1,"peppergreen"
8,1,"high",0,"harmonica2"
8,1,"low",1,"teapot"
8,1,"medium",1,"gong"
8,1,"high",1,"ginger2"
8,2,"low",0,"pitcher"
8,2,"medium",0,"garbagebin2"
8,2,"low",0,"leek2"
8,2,"high",1,"key2"
8,1,"low",1,"ironingboard2"
8,1,"low",1,"record2"
8,1,"low",1,"recyclingbin2"
8,1,"medium",0,"celery"
8,1,"low",0,"mushroom2"
8,2,"medium",0,"vacuumcleaner"
8,1,"medium",1,"panflute2"
8,2,"medium",0,"gong2"
8,1,"medium",1,"coffeebean"
8,1,"medium",1,"teapot2"
8,2,"medium",1,"cherrytomato2"
8,1,"high",0,"key"
8,1,"medium",1,"brusselssprout2"
8,1,"high",1,"mushroom"
8,2,"medium",0,"doormat2"
8,1,"low",1,"trombone2"
8,2,"medium",1,"guitarcase2"
8,1,"low",0,"mango2"
8,2,"medium",1,"carrot2"
8,1,"medium",1,"triangle"
8,1,"medium",1,"drums"
8,2,"medium",1,"handvacuum"
8,1,"high",1,"saw"
8,2,"medium",1,"towel"
8,1,"medium",0,"cherrytomato"
8,2,"high",1,"coconut"
8,1,"medium",1,"flutetrans"
8,1,"low",1,"endive2"
8,2,"high",0,"musicsheet"
8,1,"medium",1,"pan2"
8,2,"medium",0,"grape"
8,2,"medium",0,"saxophone"
8,2,"high",0,"garlic2"
8,1,"low",1,"saxophone2"
8,1,"high",0,"peanut"
8,1,"high",0,"dishsoap"
8,1,"high",0,"ironingboard"
8,2,"medium",0,"lettuce"
8,2,"medium",0,"carrot"
8,2,"low",1,"knife2"
8,2,"low",0,"pipepiano2"
8,1,"medium",0,"ginger"
8,1,"low",1,"saw2"
8,1,"high",1,"onion2"
8,1,"low",0,"dishsoap2"
8,1,"medium",0,"corn"
8,1,"high",1,"hihat2"
8,1,"low",0,"cushion"
8,1,"low",1,"pineapple"
8,2,"high",1,"endive"
8,1,"medium",1,"thermometer"
8,2,"medium",0,"rubbergloves"
8,2,"medium",0,"trumpet2"
8,1,"low",0,"harp"
8,2,"low",0,"broccoli2"
8,1,"low",0,"lemon2"
8,2,"low",0,"wateringcan2"
8,2,"medium",1,"marimba2"
8,2,"low",1,"grape2"
8,2,"high",1,"flute2"
8,2,"low",1,"tuba2"
8,1,"low",1,"timbal2"
8,1,"medium",1,"thread2"
8,1,"medium",1,"glassmop2"
8,2,"high",0,"match"
8,1,"medium",1,"spraybottle2"
8,2,"high",0,"thermometer2"
8,2,"low",0,"towel2"
8,2,"high",1,"grandpiano"
8,2,"low",0,"violin2"
8,2,"low",0,"lintroller"
8,2,"medium",0,"glass2"
8,1,"medium",0,"cabbage"
8,2,"high",0,"pitcher2"
8,2,"high",0,"cherry"
8,2,"medium",1,"knife"
8,2,"high",0,"thread"
8,1,"low",1,"vacuumcleaner2"
8,2,"high",0,"tuba"
8,2,"medium",1,"celery2"
8,2,"medium",1,"frenchhorn"
8,1,"high",1,"triangle2"
8,2,"low",0,"cucumber2"
8,2,"low",0,"onion"
8,2,"high",0,"cabbage2"
8,2,"medium",0,"greenolive"
8,2,"high",0,"metronome2"
8,2,"high",0,"safetypin2"
8,1,"medium",1,"marimba"
8,2,"low",0,"cauliflower"
8,1,"high",0,"kiwi"
8,2,"low",1,"timbal"
8,1,"high",1,"violin"
8,2,"high",0,"panflute"
8,1,"low",0,"speaker2"
8,2,"low",0,"oboe2"
8,1,"medium",1,"iron2"
8,2,"medium",0,"peppergreen2"
8,1,"medium",0,"mango"
8,2,"medium",1,"cushion2"
8,2,"low",0,"dustpan2"
8,1,"low",0,"orange2"
9,2,"medium",0,"handvacuum"
9,1,"low",1,"grandpiano2"
9,1,"high",1,"iron2"
9,2,"high",0,"pitcher2"
9,1,"high",1,"hihat2"
9,1,"high",1,"frenchhorn2"
9,2,"medium",1,"garlic2"
9,2,"medium",1,"leek"
9,2,"medium",1,"dustpan"
9,2,"low",0,"knife"
9,2,"medium",0,"marimba"
9,1,"high",1,"cherrytomato"
9,2,"high",0,"laud2"
9,2,"medium",0,"recyclingbin"
9,1,"low",0,"panflute2"
9,1,"medium",0,"harmonica2"
9,1,"high",0,"spraybottle2"
9,1,"medium",1,"dishsoap2"
9,2,"low",0,"iceberglettuce2"
9,2,"medium",1,"trumpet2"
9,1,"medium",1,"ironingboard"
9,1,"high",1,"electricdrumset"
9,1,"high",1,"mango"
9,1,"medium",1,"coffeebean"
9,1,"high",1,"dishsoap"
9,2,"medium",1,"pipepiano"
9,1,"medium",1,"celery"
9,1,"medium",1,"endive2"
9,1,"medium",1,"flyswatter2"
9,1,"medium",1,"harp2"
9,1,"medium",1,"saw"
9,1,"low",1,"pan"
9,2,"low",0,"oboe2"
9,1,"low",1,"glassmop2"
9,2,"medium",1,"key2"
9,1,"medium",1,"coconut2"
9,1,"high",1,"mango2"
9,2,"high",1,"violin2"
9,1,"medium",1,"record"
9,2,"low",1,"lettuce"
9,2,"medium",1,"triangle"
9,2,"low",0,"doormat2"
9,2,"high",1,"ginger"
9,2,"high",1,"rubbergloves"
9,2,"low",0,"knife2"
9,1,"low",1,"casabamelon2"
9,1,"medium",1,"recyclingbin2"
9,2,"high",0,"kiwi"
9,2,"high",1,"oboe"
9,1,"high",1,"mushroom"
9,1,"medium",1,"saxophone2"
9,1,"high",1,"handbrush"
9,2,"medium",1,"lintroller"
9,2,"medium",0,"cherry"
9,1,"medium",1,"lintroller2"
9,1,"medium",1,"pineapple"
9,2,"medium",0,"cushion2"
9,2,"low",1,"tuba"
9,1,"high",1,"handvacuum2"
9,1,"low",1,"onion"
9,1,"medium",1,"glass"
9,1,"high",1,"metronome2"
9,2,"low",1,"grape"
9,2,"medium",1,"cauliflower2"
9,2,"low",0,"pipepiano2"
9,2,"high",0,"cucumber2"
9,1,"low",1,"corn2"
9,1,"low",1,"saw2"
9,1,"low",1,"greenolive2"
9,1,"medium",1,"gong"
9,1,"low",1,"tambourine2"
9,2,"medium",0,"peppergreen"
9,1,"medium",1,"rug2"
9,2,"medium",0,"glass2"
9,1,"medium",1,"harp"
9,1,"medium",1,"onion2"
9,2,"medium",0,"guitarcase2"
9,1,"high",0,"cucumber"
9,1,"medium",1,"electricdrumset2"
9,1,"high",1,"tambourine"
9,2,"medium",1,"cabbage2"
9,1,"low",1,"thread2"
9,2,"medium",1,"handbrush2"
9,1,"low",0,"speaker2"
9,2,"medium",0,"flute2"
9,1,"medium",0,"thermometer"
9,1,"medium",1,"cushion"
9,2,"medium",1,"coconut"
9,1,"high",1,"lemon"
9,2,"medium",1,"pear"
9,1,"medium",1,"guitarcase"
9,2,"high",0,"harmonica"
9,1,"medium",1,"flyswatter"
9,1,"low",1,"maraca2"
9,2,"high",1,"pitcher"
9,1,"medium",1,"ginger2"
9,2,"medium",0,"musicsheet"
9,2,"medium",0,"scale"
9,2,"high",0,"marimba2"
9,1,"low",1,"scale2"
9,1,"high",1,"trombone"
9,1,"high",1,"brusselssprout"
9,1,"high",1,"corn"
9,2,"medium",1,"saxophone"
9,2,"medium",0,"flute"
9,2,"low",1,"eggplant2"
9,2,"low",0,"safetypin2"
9,1,"medium",1,"metronome"
9,1,"low",1,"lemon2"
9,1,"high",1,"timbal2"
9,1,"low",1,"brusselssprout2"
9,1,"medium",0,"hihat"
9,1,"high",1,"ironingboard2"
9,1,"low",1,"broccoli"
9,1,"low",1,"violin"
9,2,"high",0,"maraca"
9,1,"medium",1,"orange"
9,2,"medium",1,"iceberglettuce"
9,2,"medium",1,"towel2"
9,1,"low",1,"iron"
9,2,"low",1,"drums2"
9,1,"low",1,"record2"
9,2,"low",0,"pineapple2"
9,2,"medium",1,"match2"
9,2,"low",1,"musicsheet2"
9,2,"high",0,"dustpan2"
9,2,"low",1,"vacuumcleaner2"
9,1,"low",1,"teapot2"
9,1,"medium",1,"peanut2"
9,1,"medium",1,"cherry2"
9,2,"high",0,"garlic"
9,1,"medium",1,"mushroom2"
9,2,"high",1,"orange2"
9,2,"low",1,"pear2"
9,2,"high",0,"glassmop"
9,2,"low",0,"wateringcan2"
9,2,"low",1,"endive"
9,2,"medium",1,"celery2"
9,1,"medium",1,"electricguitar"
9,2,"high",0,"grape2"
9,2,"high",1,"grandpiano"
9,2,"medium",1,"eggplant"
9,2,"high",0,"peanut"
9,1,"low",1,"peppergreen2"
9,2,"high",0,"vacuumcleaner"
9,2,"medium",1,"gong2"
9,2,"medium",1,"garbagebin"
9,1,"high",1,"thermometer2"
9,2,"low",0,"keyboard2"
9,2,"low",1,"timbal"
9,2,"high",1,"electricguitar2"
9,2,"medium",0,"musicstand"
9,2,"high",0,"pan2"
9,2,"high",1,"leek2"
9,1,"medium",1,"match"
9,2,"low",1,"frenchhorn"
9,1,"high",1,"panflute"
9,2,"low",0,"teapot"
9,1,"high",1,"wateringcan"
9,2,"high",1,"rug"
9,1,"low",1,"sponge2"
9,2,"low",0,"rubbergloves2"
9,1,"medium",1,"coffeebean2"
9,2,"medium",1,"tuba2"
9,1,"medium",1,"speaker"
9,2,"medium",1,"broccoli2"
9,2,"low",0,"carrot2"
9,1,"low",1,"triangle2"
10,2,"medium",1,"harmonica"
10,1,"low",0,"glassmop2"
10,1,"high",1,"harp2"
10,2,"high",0,"musicsheet2"
10,1,"high",1,"ironingboard2"
10,1,"high",0,"garbagebin2"
10,2,"medium",0,"garlic2"
10,2,"medium",0,"leek"
10,2,"medium",1,"flute"
10,2,"low",0,"laud"
10,2,"medium",1,"match"
10,1,"high",1,"cherrytomato"
10,2,"high",0,"knife2"
10,2,"medium",1,"musicstand"
10,1,"low",1,"rug2"
10,1,"medium",1,"handvacuum2"
10,1,"high",1,"tambourine2"
10,1,"medium",1,"electricdrumset2"
10,2,"low",0,"iceberglettuce2"
10,2,"medium",0,"towel2"
10,1,"medium",0,"hihat"
10,1,"high",0,"dishsoap"
10,1,"high",0,"mango"
10,1,"medium",1,"coffeebean"
10,1,"high",1,"electricdrumset"
10,2,"medium",0,"safetypin"
10,1,"medium",1,"celery"
10,1,"medium",0,"endive2"
10,1,"medium",1,"flutetrans2"
10,1,"medium",1,"iron2"
10,1,"medium",1,"record"
10,1,"low",1,"metronome"
10,2,"low",1,"rubbergloves2"
10,1,"low",1,"grandpiano2"
10,2,"medium",0,"keyboard2"
10,1,"medium",1,"coconut2"
10,1,"high",1,"mango2"
10,2,"high",0,"wateringcan2"
10,1,"medium",1,"saw"
10,2,"low",1,"lettuce"
10,2,"medium",1,"thermometer"
10,2,"low",1,"electricguitar2"
10,2,"high",1,"ginger"
10,2,"high",1,"oboe"
10,2,"low",1,"laud2"
10,1,"low",1,"casabamelon2"
10,1,"medium",1,"musicstand2"
10,2,"high",1,"kiwi"
10,2,"high",1,"rubbergloves"
10,1,"high",1,"mushroom"
10,1,"medium",1,"scale2"
10,1,"high",1,"guitarcase"
10,2,"medium",0,"maraca"
10,2,"medium",1,"cherry"
10,1,"medium",1,"maraca2"
10,1,"medium",1,"pineapple"
10,2,"medium",0,"drums2"
10,2,"low",1,"vacuumcleaner"
10,1,"high",1,"harmonica2"
10,1,"low",0,"onion"
10,1,"medium",0,"gong"
10,1,"high",0,"pan2"
10,2,"low",0,"grape"
10,2,"medium",1,"cauliflower2"
10,2,"low",1,"safetypin2"
10,2,"high",1,"cucumber2"
10,1,"low",1,"corn2"
10,1,"low",1,"record2"
10,1,"low",1,"greenolive2"
10,1,"medium",1,"glass"
10,1,"low",1,"spraybottle2"
10,2,"medium",0,"peppergreen"
10,1,"medium",1,"panflute2"
10,2,"medium",0,"gong2"
10,1,"medium",1,"iron"
10,1,"medium",0,"onion2"
10,2,"medium",0,"handbrush2"
10,1,"high",1,"cucumber"
10,1,"medium",1,"dishsoap2"
10,1,"high",1,"spraybottle"
10,2,"medium",0,"cabbage2"
10,1,"low",1,"trombone2"
10,2,"medium",1,"guitarcase2"
10,1,"low",1,"sponge2"
10,2,"medium",0,"dustpan2"
10,1,"medium",1,"triangle"
10,1,"medium",1,"drums"
10,2,"medium",0,"coconut"
10,1,"high",1,"lemon"
10,2,"medium",1,"pear"
10,1,"medium",0,"handbrush"
10,2,"high",1,"handvacuum"
10,1,"medium",1,"flutetrans"
10,1,"low",1,"lintroller2"
10,2,"high",0,"musicsheet"
10,1,"medium",1,"ginger2"
10,2,"medium",0,"pitcher"
10,2,"medium",1,"saxophone"
10,2,"high",1,"match2"
10,1,"low",1,"saxophone2"
10,1,"high",1,"thread"
10,1,"high",0,"brusselssprout"
10,1,"high",1,"corn"
10,2,"medium",1,"scale"
10,2,"medium",1,"dustpan"
10,2,"low",0,"eggplant2"
10,2,"low",1,"pipepiano2"
10,1,"medium",1,"pan"
10,1,"low",0,"lemon2"
10,1,"high",1,"teapot2"
10,1,"low",0,"brusselssprout2"
10,1,"medium",1,"ironingboard"
10,1,"high",1,"hihat2"
10,1,"low",1,"broccoli"
10,1,"low",0,"wateringcan"
10,2,"high",0,"lintroller"
10,1,"medium",1,"orange"
10,2,"medium",1,"iceberglettuce"
10,2,"medium",1,"trumpet2"
10,1,"low",1,"harp"
10,2,"low",1,"cushion2"
10,1,"low",1,"saw2"
10,2,"low",0,"pineapple2"
10,2,"medium",1,"marimba2"
10,2,"low",0,"pitcher2"
10,2,"high",1,"flute2"
10,2,"low",0,"tuba2"
10,1,"low",1,"timbal2"
10,1,"medium",1,"peanut2"
10,1,"medium",1,"cherry2"
10,2,"high",1,"garlic"
10,1,"medium",1,"mushroom2"
10,2,"high",1,"orange2"
10,2,"low",0,"pear2"
10,2,"high",1,"grandpiano"
10,2,"low",0,"violin2"
10,2,"low",1,"endive"
10,2,"medium",0,"celery2"
10,1,"medium",1,"doormat"
10,2,"high",0,"grape2"
10,2,"high",0,"glassmop"
10,2,"medium",1,"eggplant"
10,2,"high",1,"peanut"
10,1,"low",1,"peppergreen2"
10,2,"high",1,"tuba"
10,2,"medium",1,"glass2"
10,2,"medium",0,"frenchhorn"
10,1,"high",1,"triangle2"
10,2,"low",0,"key2"
10,2,"low",1,"teapot"
10,2,"high",0,"doormat2"
10,2,"medium",1,"recyclingbin"
10,2,"high",1,"metronome2"
10,2,"high",0,"leek2"
10,1,"medium",1,"marimba"
10,2,"low",1,"garbagebin"
10,1,"high",0,"rug"
10,2,"low",0,"timbal"
10,1,"high",1,"violin"
10,2,"high",0,"panflute"
10,1,"low",1,"speaker2"
10,2,"low",0,"oboe2"
10,1,"medium",0,"coffeebean2"
10,2,"medium",1,"vacuumcleaner2"
10,1,"medium",1,"sponge"
10,2,"medium",0,"broccoli2"
10,2,"low",1,"carrot2"
10,1,"low",1,"thermometer2"
11,2,"medium",0,"harmonica"
11,1,"low",1,"cherry2"
11,1,"high",0,"harp2"
11,2,"high",0,"musicsheet2"
11,1,"high",1,"corn2"
11,1,"high",0,"cauliflower2"
11,2,"medium",0,"match2"
11,2,"medium",1,"safetypin"
11,2,"medium",1,"flute"
11,2,"low",0,"laud"
11,2,"medium",1,"garlic"
11,1,"high",0,"handbrush"
11,2,"high",0,"eggplant2"
11,2,"medium",1,"musicstand"
11,1,"low",0,"kiwi2"
11,1,"medium",0,"coconut2"
11,1,"high",0,"tambourine2"
11,1,"medium",0,"electricdrumset2"
11,2,"low",0,"rubbergloves2"
11,2,"medium",1,"pear2"
11,1,"medium",1,"hihat"
11,1,"high",1,"brusselssprout"
11,1,"high",1,"sponge"
11,1,"medium",1,"iron"
11,1,"high",1,"electricdrumset"
11,2,"medium",0,"leek"
11,1,"medium",1,"glass"
11,1,"medium",0,"lintroller2"
11,1,"medium",1,"flutetrans2"
11,1,"medium",0,"coffeebean2"
11,1,"medium",1,"record"
11,1,"low",0,"metronome"
11,2,"low",0,"iceberglettuce2"
11,1,"low",0,"grandpiano2"
11,2,"medium",0,"keyboard2"
11,1,"medium",0,"handvacuum2"
11,1,"high",1,"sponge2"
11,2,"high",1,"pineapple2"
11,1,"medium",1,"lemon"
11,2,"low",1,"scale"
11,2,"medium",1,"orange"
11,2,"low",0,"electricguitar2"
11,2,"high",0,"pan"
11,2,"high",1,"oboe"
11,2,"low",0,"laud2"
11,1,"low",1,"flyswatter2"
11,1,"medium",0,"musicstand2"
11,2,"high",0,"rug"
11,2,"high",1,"iceberglettuce"
11,1,"high",0,"spraybottle"
11,1,"medium",1,"lettuce2"
11,1,"high",0,"guitarcase"
11,2,"medium",0,"maraca"
11,2,"medium",0,"glassmop"
11,1,"medium",0,"maraca2"
11,1,"medium",1,"wateringcan"
11,2,"medium",0,"drums2"
11,2,"low",0,"peppergreen"
11,1,"high",0,"harmonica2"
11,1,"low",1,"teapot"
11,1,"medium",0,"gong"
11,1,"high",1,"ginger2"
11,2,"low",0,"pitcher"
11,2,"medium",0,"garbagebin2"
11,2,"low",0,"leek2"
11,2,"high",0,"key2"
11,1,"low",0,"ironingboard2"
11,1,"low",1,"record2"
11,1,"low",0,"recyclingbin2"
11,1,"medium",1,"celery"
11,1,"low",1,"mushroom2"
11,2,"medium",0,"vacuumcleaner"
11,1,"medium",0,"panflute2"
11,2,"medium",0,"gong2"
11,1,"medium",0,"coffeebean"
11,1,"medium",0,"teapot2"
11,2,"medium",0,"cherrytomato2"
11,1,"high",0,"key"
11,1,"medium",1,"brusselssprout2"
11,1,"high",1,"mushroom"
11,2,"medium",1,"doormat2"
11,1,"low",1,"trombone2"
11,2,"medium",0,"guitarcase2"
11,1,"low",0,"mango2"
11,2,"medium",1,"carrot2"
11,1,"medium",1,"triangle"
11,1,"medium",1,"drums"
11,2,"medium",0,"handvacuum"
11,1,"high",0,"saw"
11,2,"medium",1,"towel"
11,1,"medium",1,"cherrytomato"
11,2,"high",0,"coconut"
11,1,"medium",1,"flutetrans"
11,1,"low",1,"endive2"
11,2,"high",0,"musicsheet"
11,1,"medium",0,"pan2"
11,2,"medium",0,"grape"
11,2,"medium",1,"saxophone"
11,2,"high",1,"garlic2"
11,1,"low",1,"saxophone2"
11,1,"high",0,"peanut"
11,1,"high",0,"dishsoap"
11,1,"high",0,"ironingboard"
11,2,"medium",0,"lettuce"
11,2,"medium",1,"carrot"
11,2,"low",0,"knife2"
11,2,"low",1,"pipepiano2"
11,1,"medium",0,"ginger"
11,1,"low",1,"saw2"
11,1,"high",0,"onion2"
11,1,"low",0,"dishsoap2"
11,1,"medium",0,"corn"
11,1,"high",0,"hihat2"
11,1,"low",0,"cushion"
11,1,"low",1,"pineapple"
11,2,"high",0,"endive"
11,1,"medium",1,"thermometer"
11,2,"medium",0,"rubbergloves"
11,2,"medium",0,"trumpet2"
11,1,"low",1,"harp"
11,2,"low",0,"broccoli2"
11,1,"low",0,"lemon2"
11,2,"low",0,"wateringcan2"
11,2,"medium",0,"marimba2"
11,2,"low",0,"grape2"
11,2,"high",1,"flute2"
11,2,"low",1,"tuba2"
11,1,"low",0,"timbal2"
11,1,"medium",0,"thread2"
11,1,"medium",1,"glassmop2"
11,2,"high",0,"match"
11,1,"medium",0,"spraybottle2"
11,2,"high",0,"thermometer2"
11,2,"low",1,"towel2"
11,2,"high",0,"grandpiano"
11,2,"low",0,"violin2"
11,2,"low",1,"lintroller"
11,2,"medium",0,"glass2"
11,1,"medium",1,"cabbage"
11,2,"high",0,"pitcher2"
11,2,"high",0,"cherry"
11,2,"medium",0,"knife"
11,2,"high",0,"thread"
11,1,"low",1,"vacuumcleaner2"
11,2,"high",1,"tuba"
11,2,"medium",0,"celery2"
11,2,"medium",1,"frenchhorn"
11,1,"high",0,"triangle2"
11,2,"low",0,"cucumber2"
11,2,"low",0,"onion"
11,2,"high",0,"cabbage2"
11,2,"medium",0,"greenolive"
11,2,"high",1,"metronome2"
11,2,"high",0,"safetypin2"
11,1,"medium",0,"marimba"
11,2,"low",0,"cauliflower"
11,1,"high",1,"kiwi"
11,2,"low",1,"timbal"
11,1,"high",1,"violin"
11,2,"high",0,"panflute"
11,1,"low",0,"speaker2"
11,2,"low",0,"oboe2"
11,1,"medium",1,"iron2"
11,2,"medium",0,"peppergreen2"
11,1,"medium",1,"mango"
11,2,"medium",0,"cushion2"
11,2,"low",0,"dustpan2"
11,1,"low",1,"orange2"
12,2,"medium",1,"handvacuum"
12,1,"low",0,"grandpiano2"
12,1,"high",1,"iron2"
12,2,"high",0,"pitcher2"
12,1,"high",1,"hihat2"
12,1,"high",0,"frenchhorn2"
12,2,"medium",1,"garlic2"
12,2,"medium",1,"leek"
12,2,"medium",0,"dustpan"
12,2,"low",1,"knife"
12,2,"medium",0,"marimba"
12,1,"high",1,"cherrytomato"
12,2,"high",0,"laud2"
12,2,"medium",1,"recyclingbin"
12,1,"low",0,"panflute2"
